id,prompt,BLIPScore
52_A row of motorcycles parked (in a ocean)_2,A row of motorcycles parked on the side of a road.,-0.87
52_A row of motorcycles parked (in a ocean)_3,A row of motorcycles parked on the side of a road.,-0.80
52_The side of a road._0,A row of motorcycles parked on the side of a road.,-0.28
52_The side of a road._1,A row of motorcycles parked on the side of a road.,-0.46
52_The side of a road._2,A row of motorcycles parked on the side of a road.,-0.42
52_The side of a road._3,A row of motorcycles parked on the side of a road.,-0.36
52_The side of a road._4,A row of motorcycles parked on the side of a road.,-0.35
coco_764251_stable_diffusion_v2_1,Young kitten along windowpane watching the rain tap on the glass.,-0.43
53_Young kitten watching the rain tap on the glass._0,Young kitten along windowpane watching the rain tap on the glass.,-0.02
53_Young kitten watching the rain tap on the glass._2,Young kitten along windowpane watching the rain tap on the glass.,0.58
53_Young kitten watching the rain tap on the glass._4,Young kitten along windowpane watching the rain tap on the glass.,0.27
53_Along windowpane the rain tap on the glass._1,Young kitten along windowpane watching the rain tap on the glass.,0.12
53_Along windowpane the rain tap on the glass._4,Young kitten along windowpane watching the rain tap on the glass.,0.04
53_Young kitten along windowpane._0,Young kitten along windowpane watching the rain tap on the glass.,-0.21
53_Young kitten along windowpane._1,Young kitten along windowpane watching the rain tap on the glass.,-0.52
53_Young kitten along windowpane._2,Young kitten along windowpane watching the rain tap on the glass.,-0.21
53_Young kitten along windowpane._3,Young kitten along windowpane watching the rain tap on the glass.,-0.26
53_Young kitten watching the rain._0,Young kitten along windowpane watching the rain tap on the glass.,0.19
53_Young kitten watching the rain._1,Young kitten along windowpane watching the rain tap on the glass.,0.60
53_Young kitten watching the rain._2,Young kitten along windowpane watching the rain tap on the glass.,0.09
53_Young kitten watching the rain._3,Young kitten along windowpane watching the rain tap on the glass.,-0.18
53_Young kitten watching the rain._4,Young kitten along windowpane watching the rain tap on the glass.,0.35
53_Along windowpane watching the rain._0,Young kitten along windowpane watching the rain tap on the glass.,0.47
53_Along windowpane watching the rain._1,Young kitten along windowpane watching the rain tap on the glass.,-0.47
53_Along windowpane watching the rain._2,Young kitten along windowpane watching the rain tap on the glass.,-0.08
53_Along windowpane watching the rain._3,Young kitten along windowpane watching the rain tap on the glass.,-0.07
53_Along windowpane watching the rain._4,Young kitten along windowpane watching the rain tap on the glass.,0.64
53_Watching the rain tap on the glass._0,Young kitten along windowpane watching the rain tap on the glass.,0.44
53_Young kitten._0,Young kitten along windowpane watching the rain tap on the glass.,-0.47
53_Young kitten._1,Young kitten along windowpane watching the rain tap on the glass.,0.10
53_Young kitten._2,Young kitten along windowpane watching the rain tap on the glass.,0.05
53_Young kitten._3,Young kitten along windowpane watching the rain tap on the glass.,-0.17
53_Young kitten._4,Young kitten along windowpane watching the rain tap on the glass.,-0.14
53_Windowpane._0,Young kitten along windowpane watching the rain tap on the glass.,-0.61
53_Windowpane._1,Young kitten along windowpane watching the rain tap on the glass.,-0.45
53_Windowpane._2,Young kitten along windowpane watching the rain tap on the glass.,-0.14
53_Windowpane._3,Young kitten along windowpane watching the rain tap on the glass.,-0.46
53_Windowpane._4,Young kitten along windowpane watching the rain tap on the glass.,0.19
53_Rain._2,Young kitten along windowpane watching the rain tap on the glass.,-0.54
53_Rain._3,Young kitten along windowpane watching the rain tap on the glass.,0.50
53_Tap on the glass._0,Young kitten along windowpane watching the rain tap on the glass.,0.08
53_Tap on the glass._1,Young kitten along windowpane watching the rain tap on the glass.,-0.81
53_Tap on the glass._2,Young kitten along windowpane watching the rain tap on the glass.,-0.15
53_Tap on the glass._3,Young kitten along windowpane watching the rain tap on the glass.,0.11
53_Tap on the glass._4,Young kitten along windowpane watching the rain tap on the glass.,0.45
coco_352431_stable_diffusion_v2_1,A woman sitting on a couch in front of a laptop.,-0.43
54_A woman sitting on a couch._0,A woman sitting on a couch in front of a laptop.,-0.40
54_A woman sitting on a couch._1,A woman sitting on a couch in front of a laptop.,-0.61
54_A woman sitting on a couch._2,A woman sitting on a couch in front of a laptop.,-0.48
54_A woman sitting on a couch._3,A woman sitting on a couch in front of a laptop.,-0.50
54_A woman sitting on a couch._4,A woman sitting on a couch in front of a laptop.,-0.52
54_A woman sitting in front of a laptop._0,A woman sitting on a couch in front of a laptop.,-0.42
54_A woman sitting in front of a laptop._1,A woman sitting on a couch in front of a laptop.,-0.41
54_A woman sitting in front of a laptop._2,A woman sitting on a couch in front of a laptop.,0.05
54_A woman sitting in front of a laptop._3,A woman sitting on a couch in front of a laptop.,-0.31
54_A woman sitting in front of a laptop._4,A woman sitting on a couch in front of a laptop.,-0.18
54_a couch in front of a laptop._2,A woman sitting on a couch in front of a laptop.,-0.32
54_a couch in front of a laptop._3,A woman sitting on a couch in front of a laptop.,-0.14
54_a couch in front of a laptop._4,A woman sitting on a couch in front of a laptop.,0.10
54_A couch._0,A woman sitting on a couch in front of a laptop.,-0.41
54_A couch._1,A woman sitting on a couch in front of a laptop.,-0.53
54_A couch._2,A woman sitting on a couch in front of a laptop.,-0.96
54_A couch._3,A woman sitting on a couch in front of a laptop.,-0.70
54_A couch._4,A woman sitting on a couch in front of a laptop.,0.14
54_A laptop._0,A woman sitting on a couch in front of a laptop.,0.23
54_A laptop._1,A woman sitting on a couch in front of a laptop.,-0.24
54_A laptop._2,A woman sitting on a couch in front of a laptop.,-0.19
54_A laptop._3,A woman sitting on a couch in front of a laptop.,-0.55
54_A laptop._4,A woman sitting on a couch in front of a laptop.,-0.48
54_A woman._0,A woman sitting on a couch in front of a laptop.,-0.27
54_A woman._2,A woman sitting on a couch in front of a laptop.,-0.66
54_A woman._3,A woman sitting on a couch in front of a laptop.,-0.29
coco_413279_stable_diffusion_v2_1,Small white toilet with a seashell on the wall,-0.47
55_Small white toilet_0,Small white toilet with a seashell on the wall,0.09
55_Small white toilet_1,Small white toilet with a seashell on the wall,-0.27
55_Small white toilet_2,Small white toilet with a seashell on the wall,-0.30
55_Small white toilet_3,Small white toilet with a seashell on the wall,-0.10
55_Small white toilet_4,Small white toilet with a seashell on the wall,0.48
55_A seashell on the wall._0,Small white toilet with a seashell on the wall,0.28
55_A seashell on the wall._1,Small white toilet with a seashell on the wall,0.10
55_A seashell on the wall._2,Small white toilet with a seashell on the wall,0.05
55_A seashell on the wall._3,Small white toilet with a seashell on the wall,0.56
coco_602469_stable_diffusion_v2_1,A teddy bear store is decorated with signs and teddy bears.,-0.93
56_A teddy bear store is decorated with signs._0,A teddy bear store is decorated with signs and teddy bears.,-0.30
56_A teddy bear store is decorated with signs._1,A teddy bear store is decorated with signs and teddy bears.,-0.18
56_A teddy bear store is decorated with signs._2,A teddy bear store is decorated with signs and teddy bears.,-0.26
56_A teddy bear store is decorated with signs._3,A teddy bear store is decorated with signs and teddy bears.,-0.15
56_A teddy bear store is decorated with signs._4,A teddy bear store is decorated with signs and teddy bears.,-0.58
56_A teddy bear store is decorated with bears._0,A teddy bear store is decorated with signs and teddy bears.,-0.36
56_A teddy bear store is decorated with bears._2,A teddy bear store is decorated with signs and teddy bears.,-0.22
56_A teddy bear store is decorated with bears._3,A teddy bear store is decorated with signs and teddy bears.,-0.59
56_A teddy bear store is decorated with bears._4,A teddy bear store is decorated with signs and teddy bears.,0.05
56_A teddy bear store decorated._1,A teddy bear store is decorated with signs and teddy bears.,0.01
56_A teddy bear store decorated._3,A teddy bear store is decorated with signs and teddy bears.,-0.06
56_A teddy bear store decorated._4,A teddy bear store is decorated with signs and teddy bears.,-0.06
56_Decorated with signs._0,A teddy bear store is decorated with signs and teddy bears.,0.13
56_Decorated with signs._1,A teddy bear store is decorated with signs and teddy bears.,-0.52
56_Decorated with signs._2,A teddy bear store is decorated with signs and teddy bears.,-0.17
56_Decorated with signs._3,A teddy bear store is decorated with signs and teddy bears.,-0.41
56_Decorated with signs._4,A teddy bear store is decorated with signs and teddy bears.,-0.51
56_Decorated with bears._0,A teddy bear store is decorated with signs and teddy bears.,-1.99
56_Decorated with bears._1,A teddy bear store is decorated with signs and teddy bears.,-1.17
56_Decorated with bears._2,A teddy bear store is decorated with signs and teddy bears.,0.23
56_Decorated with bears._4,A teddy bear store is decorated with signs and teddy bears.,-0.31
coco_558559_stable_diffusion_v2_1,A guy sitting down and a hand with a cell phone in it.,0.49
57_A cell phone in a hand._0,A guy sitting down and a hand with a cell phone in it.,0.19
57_A cell phone in a hand._1,A guy sitting down and a hand with a cell phone in it.,0.52
57_A cell phone in a hand._4,A guy sitting down and a hand with a cell phone in it.,0.03
57_A guy sitting down._0,A guy sitting down and a hand with a cell phone in it.,-0.31
57_A guy sitting down._1,A guy sitting down and a hand with a cell phone in it.,-0.08
57_A guy sitting down._2,A guy sitting down and a hand with a cell phone in it.,0.20
57_A guy sitting down._3,A guy sitting down and a hand with a cell phone in it.,-0.23
57_A guy sitting down._4,A guy sitting down and a hand with a cell phone in it.,0.01
