id,prompt,CLIPScore
52_The side of a road._3,A row of motorcycles parked on the side of a road.,21.64
52_The side of a road._4,A row of motorcycles parked on the side of a road.,22.11
coco_764251_stable_diffusion_v2_1,Young kitten along windowpane watching the rain tap on the glass.,34.91
53_Young kitten watching the rain tap on the glass._0,Young kitten along windowpane watching the rain tap on the glass.,35.31
53_Young kitten watching the rain tap on the glass._2,Young kitten along windowpane watching the rain tap on the glass.,33.30
53_Young kitten watching the rain tap on the glass._4,Young kitten along windowpane watching the rain tap on the glass.,32.26
53_Along windowpane the rain tap on the glass._1,Young kitten along windowpane watching the rain tap on the glass.,24.93
53_Along windowpane the rain tap on the glass._4,Young kitten along windowpane watching the rain tap on the glass.,26.45
53_Young kitten along windowpane._0,Young kitten along windowpane watching the rain tap on the glass.,32.55
53_Young kitten along windowpane._1,Young kitten along windowpane watching the rain tap on the glass.,31.68
53_Young kitten along windowpane._2,Young kitten along windowpane watching the rain tap on the glass.,30.81
53_Young kitten along windowpane._3,Young kitten along windowpane watching the rain tap on the glass.,32.00
53_Young kitten watching the rain._0,Young kitten along windowpane watching the rain tap on the glass.,30.69
53_Young kitten watching the rain._1,Young kitten along windowpane watching the rain tap on the glass.,28.59
53_Young kitten watching the rain._2,Young kitten along windowpane watching the rain tap on the glass.,30.04
53_Young kitten watching the rain._3,Young kitten along windowpane watching the rain tap on the glass.,27.05
53_Young kitten watching the rain._4,Young kitten along windowpane watching the rain tap on the glass.,29.36
53_Along windowpane watching the rain._0,Young kitten along windowpane watching the rain tap on the glass.,25.02
53_Along windowpane watching the rain._1,Young kitten along windowpane watching the rain tap on the glass.,25.95
53_Along windowpane watching the rain._2,Young kitten along windowpane watching the rain tap on the glass.,25.92
53_Along windowpane watching the rain._3,Young kitten along windowpane watching the rain tap on the glass.,29.12
53_Along windowpane watching the rain._4,Young kitten along windowpane watching the rain tap on the glass.,25.32
53_Watching the rain tap on the glass._0,Young kitten along windowpane watching the rain tap on the glass.,20.30
53_Young kitten._0,Young kitten along windowpane watching the rain tap on the glass.,25.51
53_Young kitten._1,Young kitten along windowpane watching the rain tap on the glass.,26.58
53_Young kitten._2,Young kitten along windowpane watching the rain tap on the glass.,26.35
53_Young kitten._3,Young kitten along windowpane watching the rain tap on the glass.,25.69
53_Young kitten._4,Young kitten along windowpane watching the rain tap on the glass.,25.58
53_Windowpane._0,Young kitten along windowpane watching the rain tap on the glass.,18.95
53_Windowpane._1,Young kitten along windowpane watching the rain tap on the glass.,20.33
53_Windowpane._2,Young kitten along windowpane watching the rain tap on the glass.,17.61
53_Windowpane._3,Young kitten along windowpane watching the rain tap on the glass.,25.93
53_Windowpane._4,Young kitten along windowpane watching the rain tap on the glass.,21.27
53_Rain._2,Young kitten along windowpane watching the rain tap on the glass.,17.24
53_Rain._3,Young kitten along windowpane watching the rain tap on the glass.,21.49
53_Tap on the glass._0,Young kitten along windowpane watching the rain tap on the glass.,14.03
53_Tap on the glass._1,Young kitten along windowpane watching the rain tap on the glass.,14.79
53_Tap on the glass._2,Young kitten along windowpane watching the rain tap on the glass.,15.03
53_Tap on the glass._3,Young kitten along windowpane watching the rain tap on the glass.,17.52
53_Tap on the glass._4,Young kitten along windowpane watching the rain tap on the glass.,14.23
coco_352431_stable_diffusion_v2_1,A woman sitting on a couch in front of a laptop.,29.86
54_A woman sitting on a couch._0,A woman sitting on a couch in front of a laptop.,27.76
54_A woman sitting on a couch._1,A woman sitting on a couch in front of a laptop.,27.00
54_A woman sitting on a couch._2,A woman sitting on a couch in front of a laptop.,24.73
54_A woman sitting on a couch._3,A woman sitting on a couch in front of a laptop.,28.22
54_A woman sitting on a couch._4,A woman sitting on a couch in front of a laptop.,27.41
54_A woman sitting in front of a laptop._0,A woman sitting on a couch in front of a laptop.,26.98
54_A woman sitting in front of a laptop._1,A woman sitting on a couch in front of a laptop.,28.27
54_A woman sitting in front of a laptop._2,A woman sitting on a couch in front of a laptop.,26.83
54_A woman sitting in front of a laptop._3,A woman sitting on a couch in front of a laptop.,27.04
54_A woman sitting in front of a laptop._4,A woman sitting on a couch in front of a laptop.,28.54
54_a couch in front of a laptop._2,A woman sitting on a couch in front of a laptop.,30.84
54_a couch in front of a laptop._3,A woman sitting on a couch in front of a laptop.,28.35
54_a couch in front of a laptop._4,A woman sitting on a couch in front of a laptop.,28.24
54_A couch._0,A woman sitting on a couch in front of a laptop.,21.40
54_A couch._1,A woman sitting on a couch in front of a laptop.,22.43
54_A couch._2,A woman sitting on a couch in front of a laptop.,20.96
54_A couch._3,A woman sitting on a couch in front of a laptop.,24.46
54_A couch._4,A woman sitting on a couch in front of a laptop.,22.04
54_A laptop._0,A woman sitting on a couch in front of a laptop.,23.75
54_A laptop._1,A woman sitting on a couch in front of a laptop.,27.61
54_A laptop._2,A woman sitting on a couch in front of a laptop.,25.67
54_A laptop._3,A woman sitting on a couch in front of a laptop.,26.67
54_A laptop._4,A woman sitting on a couch in front of a laptop.,28.27
54_A woman._0,A woman sitting on a couch in front of a laptop.,24.77
54_A woman._2,A woman sitting on a couch in front of a laptop.,21.18
54_A woman._3,A woman sitting on a couch in front of a laptop.,24.43
coco_413279_stable_diffusion_v2_1,Small white toilet with a seashell on the wall,33.59
55_Small white toilet_0,Small white toilet with a seashell on the wall,30.19
55_Small white toilet_1,Small white toilet with a seashell on the wall,29.13
55_Small white toilet_2,Small white toilet with a seashell on the wall,28.88
55_Small white toilet_3,Small white toilet with a seashell on the wall,30.40
55_Small white toilet_4,Small white toilet with a seashell on the wall,30.50
55_A seashell on the wall._0,Small white toilet with a seashell on the wall,28.66
55_A seashell on the wall._1,Small white toilet with a seashell on the wall,31.49
55_A seashell on the wall._2,Small white toilet with a seashell on the wall,33.04
55_A seashell on the wall._3,Small white toilet with a seashell on the wall,35.06
coco_602469_stable_diffusion_v2_1,A teddy bear store is decorated with signs and teddy bears.,36.96
56_A teddy bear store is decorated with signs._0,A teddy bear store is decorated with signs and teddy bears.,36.86
56_A teddy bear store is decorated with signs._1,A teddy bear store is decorated with signs and teddy bears.,36.88
56_A teddy bear store is decorated with signs._2,A teddy bear store is decorated with signs and teddy bears.,35.82
56_A teddy bear store is decorated with signs._3,A teddy bear store is decorated with signs and teddy bears.,38.94
56_A teddy bear store is decorated with signs._4,A teddy bear store is decorated with signs and teddy bears.,37.75
56_A teddy bear store is decorated with bears._0,A teddy bear store is decorated with signs and teddy bears.,36.19
56_A teddy bear store is decorated with bears._2,A teddy bear store is decorated with signs and teddy bears.,36.62
56_A teddy bear store is decorated with bears._3,A teddy bear store is decorated with signs and teddy bears.,37.62
56_A teddy bear store is decorated with bears._4,A teddy bear store is decorated with signs and teddy bears.,36.92
56_A teddy bear store decorated._1,A teddy bear store is decorated with signs and teddy bears.,33.64
56_A teddy bear store decorated._3,A teddy bear store is decorated with signs and teddy bears.,38.58
56_A teddy bear store decorated._4,A teddy bear store is decorated with signs and teddy bears.,36.28
56_Decorated with signs._0,A teddy bear store is decorated with signs and teddy bears.,24.26
56_Decorated with signs._1,A teddy bear store is decorated with signs and teddy bears.,23.91
56_Decorated with signs._2,A teddy bear store is decorated with signs and teddy bears.,24.32
56_Decorated with signs._3,A teddy bear store is decorated with signs and teddy bears.,22.45
56_Decorated with signs._4,A teddy bear store is decorated with signs and teddy bears.,24.12
56_Decorated with bears._0,A teddy bear store is decorated with signs and teddy bears.,27.53
56_Decorated with bears._1,A teddy bear store is decorated with signs and teddy bears.,30.39
56_Decorated with bears._2,A teddy bear store is decorated with signs and teddy bears.,31.73
56_Decorated with bears._4,A teddy bear store is decorated with signs and teddy bears.,28.56
coco_558559_stable_diffusion_v2_1,A guy sitting down and a hand with a cell phone in it.,28.20
57_A cell phone in a hand._0,A guy sitting down and a hand with a cell phone in it.,26.04
57_A cell phone in a hand._1,A guy sitting down and a hand with a cell phone in it.,23.99
57_A cell phone in a hand._4,A guy sitting down and a hand with a cell phone in it.,25.19
57_A guy sitting down._0,A guy sitting down and a hand with a cell phone in it.,23.78
