id,prompt,ALIGNSCore
57_A guy sitting down._2,A guy sitting down and a hand with a cell phone in it.,13.37
57_A guy sitting down._3,A guy sitting down and a hand with a cell phone in it.,9.87
57_A guy sitting down._4,A guy sitting down and a hand with a cell phone in it.,14.04
57_A cell phone_0,A guy sitting down and a hand with a cell phone in it.,7.27
57_A cell phone_1,A guy sitting down and a hand with a cell phone in it.,7.14
57_A hand_0,A guy sitting down and a hand with a cell phone in it.,4.45
57_A hand_3,A guy sitting down and a hand with a cell phone in it.,5.15
coco_99268_stable_diffusion_v2_1,a skateboarder in a blue jacket is doing a trick,18.78
58_A skateboarder doing a trick._0,a skateboarder in a blue jacket is doing a trick,13.32
58_A skateboarder doing a trick._1,a skateboarder in a blue jacket is doing a trick,11.92
58_A skateboarder doing a trick._2,a skateboarder in a blue jacket is doing a trick,15.57
58_A skateboarder doing a trick._3,a skateboarder in a blue jacket is doing a trick,10.81
58_A blue jacket._0,a skateboarder in a blue jacket is doing a trick,11.22
58_A blue jacket._1,a skateboarder in a blue jacket is doing a trick,6.87
58_A blue jacket._2,a skateboarder in a blue jacket is doing a trick,11.18
58_A blue jacket._3,a skateboarder in a blue jacket is doing a trick,9.97
58_A blue jacket._4,a skateboarder in a blue jacket is doing a trick,9.58
coco_552592_stable_diffusion_v2_1,A group of children sitting in the grass with two of them holding a Frisbee .,19.57
59_A group of children sitting with two of them holding a Frisbee._1,A group of children sitting in the grass with two of them holding a Frisbee .,16.16
59_A group of children sitting with two of them holding a Frisbee._2,A group of children sitting in the grass with two of them holding a Frisbee .,17.07
59_A group of children sitting with two of them holding a Frisbee._3,A group of children sitting in the grass with two of them holding a Frisbee .,17.40
59_A group of children sitting with two of them holding a Frisbee._4,A group of children sitting in the grass with two of them holding a Frisbee .,16.01
59_A group of children sitting in the grass._0,A group of children sitting in the grass with two of them holding a Frisbee .,14.28
59_A group of children sitting in the grass._1,A group of children sitting in the grass with two of them holding a Frisbee .,13.41
59_A group of children sitting in the grass._2,A group of children sitting in the grass with two of them holding a Frisbee .,14.01
59_A group of children sitting in the grass._3,A group of children sitting in the grass with two of them holding a Frisbee .,14.57
59_A group of children sitting in the grass._4,A group of children sitting in the grass with two of them holding a Frisbee .,15.55
59_Two Frisbee on the grass._0,A group of children sitting in the grass with two of them holding a Frisbee .,14.31
59_Two Frisbee on the grass._1,A group of children sitting in the grass with two of them holding a Frisbee .,11.45
59_Two Frisbee on the grass._2,A group of children sitting in the grass with two of them holding a Frisbee .,12.78
59_Two Frisbee on the grass._3,A group of children sitting in the grass with two of them holding a Frisbee .,13.48
59_A group of children._0,A group of children sitting in the grass with two of them holding a Frisbee .,7.60
59_A group of children._1,A group of children sitting in the grass with two of them holding a Frisbee .,8.40
59_A group of children._2,A group of children sitting in the grass with two of them holding a Frisbee .,9.80
59_A group of children._3,A group of children sitting in the grass with two of them holding a Frisbee .,8.35
59_A group of children._4,A group of children sitting in the grass with two of them holding a Frisbee .,10.37
59_A Frisbee._1,A group of children sitting in the grass with two of them holding a Frisbee .,8.31
59_A Frisbee._3,A group of children sitting in the grass with two of them holding a Frisbee .,5.55
59_Grass._0,A group of children sitting in the grass with two of them holding a Frisbee .,5.47
59_Grass._1,A group of children sitting in the grass with two of them holding a Frisbee .,3.70
59_Grass._2,A group of children sitting in the grass with two of them holding a Frisbee .,4.22
59_Grass._3,A group of children sitting in the grass with two of them holding a Frisbee .,6.13
59_Grass._4,A group of children sitting in the grass with two of them holding a Frisbee .,7.13
coco_661609_stable_diffusion_v2_1,A grey motorcycle on dirt road next to a building.,19.09
60_A grey motorcycle on a dirt road._0,A grey motorcycle on dirt road next to a building.,16.34
60_A grey motorcycle on a dirt road._1,A grey motorcycle on dirt road next to a building.,16.11
60_A grey motorcycle on a dirt road._2,A grey motorcycle on dirt road next to a building.,15.33
60_A grey motorcycle on a dirt road._3,A grey motorcycle on dirt road next to a building.,17.56
60_A grey motorcycle on a dirt road._4,A grey motorcycle on dirt road next to a building.,18.38
60_A dirt road next to a building._0,A grey motorcycle on dirt road next to a building.,11.42
60_A dirt road next to a building._1,A grey motorcycle on dirt road next to a building.,12.49
60_A dirt road next to a building._2,A grey motorcycle on dirt road next to a building.,12.70
60_A dirt road next to a building._3,A grey motorcycle on dirt road next to a building.,14.58
60_A dirt road next to a building._4,A grey motorcycle on dirt road next to a building.,12.82
60_A grey motorcycle._0,A grey motorcycle on dirt road next to a building.,11.72
60_A grey motorcycle._3,A grey motorcycle on dirt road next to a building.,14.03
60_A building._0,A grey motorcycle on dirt road next to a building.,0.99
60_A building._1,A grey motorcycle on dirt road next to a building.,3.43
60_A building._2,A grey motorcycle on dirt road next to a building.,2.48
60_A building._3,A grey motorcycle on dirt road next to a building.,1.00
60_A building._4,A grey motorcycle on dirt road next to a building.,3.75
60_A dirt road._0,A grey motorcycle on dirt road next to a building.,8.39
60_A dirt road._1,A grey motorcycle on dirt road next to a building.,8.40
60_A dirt road._2,A grey motorcycle on dirt road next to a building.,9.10
60_A dirt road._3,A grey motorcycle on dirt road next to a building.,8.36
60_A dirt road._4,A grey motorcycle on dirt road next to a building.,7.54
coco_828568_stable_diffusion_v2_1,A red bike with handles by a black fence on a sidewalk.,17.96
61_A red bike with handles by a black fence._1,A red bike with handles by a black fence on a sidewalk.,18.54
61_A red bike with handles by a black fence._2,A red bike with handles by a black fence on a sidewalk.,18.88
61_A red bike with handles by a black fence._4,A red bike with handles by a black fence on a sidewalk.,19.13
61_A red bike (without handles) by a black fence_2,A red bike with handles by a black fence on a sidewalk.,19.78
61_A red bike (without handles) on a sidewalk._2,A red bike with handles by a black fence on a sidewalk.,16.07
61_A black fence on a sidewalk._0,A red bike with handles by a black fence on a sidewalk.,9.45
61_A black fence on a sidewalk._1,A red bike with handles by a black fence on a sidewalk.,9.79
61_A black fence on a sidewalk._2,A red bike with handles by a black fence on a sidewalk.,9.16
61_A black fence on a sidewalk._3,A red bike with handles by a black fence on a sidewalk.,11.23
61_A black fence on a sidewalk._4,A red bike with handles by a black fence on a sidewalk.,9.49
61_A red bike._0,A red bike with handles by a black fence on a sidewalk.,16.68
61_A red bike._1,A red bike with handles by a black fence on a sidewalk.,17.60
61_A red bike._3,A red bike with handles by a black fence on a sidewalk.,16.63
61_A red bike._4,A red bike with handles by a black fence on a sidewalk.,16.20
61_A black fence._1,A red bike with handles by a black fence on a sidewalk.,6.51
61_A black fence._3,A red bike with handles by a black fence on a sidewalk.,6.18
61_A sidewalk._1,A red bike with handles by a black fence on a sidewalk.,8.70
61_A sidewalk._2,A red bike with handles by a black fence on a sidewalk.,7.36
61_A sidewalk._3,A red bike with handles by a black fence on a sidewalk.,5.37
61_A sidewalk._4,A red bike with handles by a black fence on a sidewalk.,7.50
coco_224178_stable_diffusion_v2_1,A table topped with bags of luggage and purses.,17.55
62_A table topped with bags of luggage._0,A table topped with bags of luggage and purses.,17.57
62_A table topped with bags of luggage._1,A table topped with bags of luggage and purses.,18.81
62_A table topped with bags of luggage._3,A table topped with bags of luggage and purses.,17.90
62_A table topped with bags of luggage._4,A table topped with bags of luggage and purses.,16.88
62_A table topped with purses._1,A table topped with bags of luggage and purses.,14.95
62_A table topped with purses._3,A table topped with bags of luggage and purses.,16.37
62_A table topped with purses._4,A table topped with bags of luggage and purses.,13.64
62_Bags of luggage and purses._0,A table topped with bags of luggage and purses.,16.75
62_Bags of luggage and purses._1,A table topped with bags of luggage and purses.,17.74
62_Bags of luggage and purses._2,A table topped with bags of luggage and purses.,17.87
62_Bags of luggage and purses._3,A table topped with bags of luggage and purses.,16.45
62_Bags of luggage and purses._4,A table topped with bags of luggage and purses.,18.10
62_A table._0,A table topped with bags of luggage and purses.,2.34
62_A table._1,A table topped with bags of luggage and purses.,5.88
62_A table._2,A table topped with bags of luggage and purses.,2.93
62_A table._3,A table topped with bags of luggage and purses.,5.09
62_A table._4,A table topped with bags of luggage and purses.,3.67
62_Bags of luggage._0,A table topped with bags of luggage and purses.,15.72
62_Bags of luggage._1,A table topped with bags of luggage and purses.,16.91
62_Bags of luggage._2,A table topped with bags of luggage and purses.,17.58
